,rest_name,rest_category,rest_number,rest_address,rest_location,rest_rating,rest_density
1661,라바트,경양식,02 5613665,서울특별시 강남구 역삼동 821-1번지 지하2층 ,"[37.4985723, 127.0280428]",95.2,55.13
1662,유쾌한접시,한식,02 5470017,서울특별시 강남구 신사동 539-5 1층,"[37.5189246, 127.0248105]",79.88,87.75
1663,이모가있는집,한식,02 5457605,서울특별시 강남구 논현동 113-12번지 지상1층 ,"[37.5171698, 127.0380458]",90.16,96.65
1664,효미역,분식,02 5714797,서울특별시 강남구 도곡동 423-7번지 1층 ,"[37.4841561, 127.0454763]",97.69,22.58
1665,갈맛집,경양식,02 5085225,서울특별시 강남구 삼성동 143-34번지 1층 ,"[37.5065058, 127.0531363]",50.64,10.15
1666,미고돈까스,분식,02 5780885,서울특별시 강남구 도곡동 467-24번지 우성캐릭터199 지하1층 4호 ,"[37.4869807, 127.0517581]",72.06,47.15
1667,비타민카페,경양식,02 5548030,서울특별시 강남구 삼성동 153-13번지 1층 ,"[37.5103526, 127.057059]",89.87,78.66
1668,하동관 강남분점,한식,02 5653355,서울특별시 강남구 대치동 891-44번지 지상2층 ,"[37.5050235, 127.0553255]",87.93,52.39
1669,광화문,일식,02 5554866,서울특별시 강남구 역삼동 640-13번지 m.k빌딩 지상1층 101호 ,"[37.5074655, 127.036614]",93.79,83.82
1670,지코드 Gcode,경양식,02 5147568,서울특별시 강남구 논현동 211-20번지 지상1층 ,"[37.5143077, 127.0349142]",89.25,96.78
1671,라빌드팡,경양식,02 5490706,서울특별시 강남구 신사동 606-3번지 지상1층 ,"[37.5246255, 127.0307153]",95.51,38.7
1672,다람쥐분식,한식,02 5638354,서울특별시 강남구 역삼동 752-41 지상1층 2호,"[37.49439, 127.0341313]",64.02,84.05
1673,마노디셰프 강남점,경양식,02 5617111,서울특별시 강남구 역삼동 648-9번지 ,"[37.50003969999999, 127.0320612]",66.3,96.28
1674,에이플러스(Aplus),경양식,02  32885553,서울특별시 강남구 역삼동 637-40번지 지상2층 ,"[37.5013171, 127.0331237]",85.64,10.36
1675,까발로비안코,경양식,02  562 9262,서울특별시 강남구 삼성동 150-25번지 지상12층 ,"[37.5109564, 127.0553785]",60.55,19.65
1676,알부자알요리전문점,한식,02 5084629,서울특별시 강남구 역삼동 817-34번지 지상12층 ,"[37.5006592, 127.0278348]",80.34,93.65
1677,엘에이돈까스,분식,02  515 2457,서울특별시 강남구 청담동 121-52번지 지상1층 ,"[37.5266181, 127.0493908]",88.23,2.5
1678,오케이펍,경양식,02  556 4829,서울특별시 강남구 대치동 894번지 ,"[37.5043669, 127.0546834]",73.13,62.91
1679,김밥천국,분식,02  577 1848,서울특별시 강남구 개포동 1258-2번지 지상1층 ,"[37.4789457, 127.047424]",54.44,43.12
1680,선경분식,분식,02  34536465,서울특별시 강남구 대치동 506번지 선경상가 2호,"[37.4932119, 127.0622967]",50.08,77.35
1681,윤대감 게장백반,한식,02  34610629,서울특별시 강남구 개포동 1240-6번지 지상1층 ,"[37.4788447, 127.0449514]",78.27,67.39
1682,천지연식당,한식,02  539 8010,서울특별시 강남구 신사동 598-3번지 ,"[37.5232956, 127.0286362]",86.58,9.47
1683,베라짜노,경양식,02  517 3274,서울특별시 강남구 청담동 88-30번지 1층 2층 ,"[37.52467439999999, 127.0411251]",54.58,57.12
1684,마리에가든,한식,02  512 1636,서울특별시 강남구 신사동 613-5번지 지하2층B201B202B203호 ,"[37.5268948, 127.0302255]",70.99,96.04
1685,뭉퉁이,경양식,02  548 4922,서울특별시 강남구 청담동 83-19번지 지상23층 ,"[37.5259392, 127.0414223]",61.19,29.59
1686,제주몬트락 강남본점,한식,02  567 9550,서울특별시 강남구 역삼동 831-26번지 지상1층 ,"[37.4949135, 127.0307206]",77.42,62.34
1687,에이치,경양식,02  517 6864,서울특별시 강남구 대치동 957-31번지 지상1층 ,"[37.5051584, 127.058114]",86.75,70.91
1688,루시,경양식,02  511 7811,서울특별시 강남구 논현동 89-18번지 지하1층 ,"[37.5150475, 127.0334782]",53.17,45.92
1689,청국장과보리밥,한식,02  517 0153,서울특별시 강남구 청담동 72-1번지 지하1층 ,"[37.5200114, 127.0557667]",68.53,37.6
1690,한촌설렁탕,경양식,02  556 9324,서울특별시 강남구 역삼동 790-8번지 (지상2층) ,"[37.4954037, 127.0391088]",86.78,8.82
1691,백철판0410 강남역지점,경양식,02  549 3864,서울특별시 강남구 역삼동 831-26번지 지상2층 ,"[37.4949135, 127.0307206]",67.43,7.57
1692,더 다이닝 라운지,경양식,02  515 2925,서울특별시 강남구 신사동 630-12 (지하1층),"[37.5224604, 127.0342548]",71.11,35.66
1693,아야진생태찌개,한식,02  555 2680,서울특별시 강남구 삼성동 150-2번지 (101호) ,"[37.511746, 127.0547453]",88.91,55.13
1694,(주)곰바위,한식,02  552 7761,서울특별시 강남구 삼성동 151-4번지 지하1층지상1층 ,"[37.5101824, 127.0552627]",87.19,32.04
1695,잘아는밥집,한식,02  547 4962,서울특별시 강남구 신사동 660-8번지 (지하1층) ,"[37.5281428, 127.0380565]",51.07,63
1696,원가,경양식,02  566 0301,서울특별시 강남구 역삼동 818-7번지 지상3층 ,"[37.4997088, 127.0291816]",65.93,95.53
1697,마마,경양식,02 5118622,서울특별시 강남구 논현동 209-5,"[37.5144963, 127.0342783]",94.22,99.05
1698,우마쿠라,한식,02  517 1246,서울특별시 강남구 삼성동 142-18번지 1층 ,"[37.5066305, 127.0516791]",91.24,20.24
1699,현대북어,통닭(치킨),02  539 5678,서울특별시 강남구 역삼동 738-1번지 지하1층 ,"[37.506688, 127.0410111]",54.27,78.74
1700,엔젤스,경양식,02  34442296,서울특별시 강남구 신사동 588-21 지상14층,"[37.5207884, 127.0305466]",59.55,57.84
1701,뚜리락칼국시,한식,02  20517856,서울특별시 강남구 역삼동 650-18번지 ,"[37.5062861, 127.034625]",73.64,39.45
1702,미술바,경양식,02  34443004,서울특별시 강남구 청담동 89-20번지 (지하2층) ,"[37.5250539, 127.0416916]",75.4,32.43
1703,해변에서,한식,02  5535582,서울특별시 강남구 역삼동 689-16번지 지상1층 ,"[37.5052407, 127.0422424]",83.95,27.85
1704,월정한정식,한식,02  34533827,서울특별시 강남구 삼성동 140-3번지 대림아크로텔 1층 107108112호 ,"[37.5064879, 127.048381]",60.66,28.34
1705,청담동,경양식,02  34458688,서울특별시 강남구 청담동 83-3번지 지상2층 ,"[37.5264002, 127.0412716]",63.47,0.93
1706,커피바케이,경양식,02  20771688,서울특별시 강남구 역삼동 675-3번지 ,"[37.5046955, 127.0412371]",75.74,37.01
1707,보니또,경양식,02  547 8907,서울특별시 강남구 신사동 565-19번지 지상2층 ,"[37.5218456, 127.0272929]",73.53,18.55
1708,실화,경양식,02  561 1297,서울특별시 강남구 역삼동 746-22 (지하1층),"[37.496695, 127.038347]",85.36,10.58
1709,레드비틀,한식,02  60815345,서울특별시 강남구 역삼동 696-2번지 지상1층 ,"[37.5055864, 127.0467745]",89.82,76.68
1710,엄지네집,통닭(치킨),02  512 9255,서울특별시 강남구 논현동 134-7번지 ,"[37.5117099, 127.0281948]",62.56,53.57
1711,비어씨티,분식,02  573 3655,서울특별시 강남구 개포동 167-2번지 ,"[37.4828336, 127.0609147]",86.78,52.71
1712,고갯마루,한식,02  534 6765,서울특별시 강남구 역삼동 725-12번지 지상1층 ,"[37.4993626, 127.0394064]",73.75,8.05
1713,왕프리미엄라운지,경양식,02  34466999,서울특별시 강남구 청담동 21-21번지 (지상2층) ,"[37.5220443, 127.0416837]",78.8,19.85
1714,(주)아리스타 삼성점,경양식,02  34860912,서울특별시 강남구 대치동 1000-3번지 서경빌딩 지하1층 ,"[37.5078276, 127.0659878]",50.2,88.11
1715,신가네,분식,02  553 3114,서울특별시 강남구 대치동 974-0번지 지하1층 104 105호 ,"[37.50082889999999, 127.0608409]",98.38,76.87
1716,퀸스델리,경양식,02  546 3117,서울특별시 강남구 논현동 108 논현웰스톤,"[37.5184174, 127.0380027]",79.16,82.96
1717,오십오도와인앤다인,경양식,02  518 5582,서울특별시 강남구 청담동 83-1번지 지하1층 ,"[37.5267549, 127.0414549]",72.91,89.44
1718,강가,경양식,02  20050610,서울특별시 강남구 역삼동 679-0번지 GS타워 지하1층 ,"[37.5018592, 127.0372776]",89.06,91.96
1719,셀럽 앤 어?,뷔페식,02  545 2222,서울특별시 강남구 논현동 71-2번지 지하1층 ,"[37.5173236, 127.034148]",65.26,41.65
1720,청담이상,한식,02  542 1229,서울특별시 강남구 청담동 122-9번지 지상12층 ,"[37.525351, 127.0493616]",55.04,40.72
1721,사루비아알앤디,경양식,02  540 7344,서울특별시 강남구 신사동 542-3번지 지상1층 ,"[37.5200103, 127.0236017]",90.76,67.54
1722,골목집,한식,02  557 8001,서울특별시 강남구 삼성동 165-15번지 지상1층 ,"[37.5130546, 127.0647316]",78.33,29.26
1723,대치동1타피자,경양식,02  562 7774,서울특별시 강남구 대치동 928-6번지,"[37.5004399, 127.0575965]",50.83,34.99
1724,대화,한식,02  508 5992,서울특별시 강남구 역삼동 728-17번지 지상12층 ,"[37.4978474, 127.0403385]",88.98,39.66
1725,만복,분식,02  547 5605,서울특별시 강남구 신사동 512-9번지 지상1층102호 ,"[37.5179117, 127.0213044]",76.16,34.5
1726,타카야,분식,02  542 5325,서울특별시 강남구 신사동 534-17번지 Y.K빌딩 지상1층 ,"[37.5207511, 127.022316]",62.05,22.62
1727,장위동유성집,한식,02  20513381,서울특별시 강남구 역삼동 831-3번지 지상1층 ,"[37.4946558, 127.0300658]",70.13,63.66
1728,비타민,한식,02  34147575,서울특별시 강남구 일원동 679-0번지 지상1층 ,"[37.4905691, 127.0830394]",88.41,37.13
1729,비노,경양식,02  538 7479,서울특별시 강남구 역삼동 731-0번지 CHB전산센터신관지하1층 ,"[37.49844849999999, 127.0436794]",61.59,47.24
1730,진배족발,한식,02  34459211,서울특별시 강남구 신사동 619-6번지 지상2층 ,"[37.527832, 127.0318799]",60.62,41.89
1731,네네치킨일원점,통닭(치킨),02  34149988,서울특별시 강남구 일원동 662-0번지 지상1층 ,"[37.4920738, 127.0846619]",61.77,89.98
1732,썬(sun),경양식,02  501 2327,서울특별시 강남구 역삼동 736-42번지 예동빌딩 지하1층 ,"[37.4990848, 127.0352843]",59.33,39.57
1733,제일양,한식,02  565 9275,서울특별시 강남구 역삼동 696-3번지 예안빌딩 1층 ,"[37.5055253, 127.0469042]",73.94,36.97
1734,크레센트,경양식,02  34384324,서울특별시 강남구 청담동 53-7번지 지상1층 ,"[37.523764, 127.0542622]",54.05,48.34
1735,삼성물산(주)10꼬르소꼬모서울카페,경양식,02  30181010,서울특별시 강남구 청담동 79-0번지 지하1층 ,"[37.5268913, 127.0423899]",68.09,90.54
1736,가야,한식,02  543 9058,서울특별시 강남구 압구정동 369-1번지 2동 지상1층 110호 ,"[37.5328218, 127.0280273]",89.01,12.62
1737,우리네코다리,경양식,02  569 0992,서울특별시 강남구 대치동 629-0번지 지하1층 2호 ,"[37.4927153, 127.0585168]",77.31,12.41
1738,또래오래치킨강남도곡점,통닭(치킨),02  538 8400,서울특별시 강남구 도곡동 876-15번지 지상1층 ,"[37.48921, 127.0403495]",61.53,57.39
1739,(주)씨피가디언,출장조리,02  540 5180,서울특별시 강남구 청담동 49-12번지 지상12층 ,"[37.523452, 127.0488483]",73.02,88.48
1740,스시효,일식,02  545 0023,서울특별시 강남구 청담동 21-16번지 유현빌딩 지상1층 ,"[37.52206109999999, 127.0418667]",99.8,8.65
1741,본죽,한식,02  445 6288,서울특별시 강남구 개포동 186-16번지 ,"[37.4892547, 127.0683314]",86.67,70.41
1742,도도,경양식,02  566 0018,서울특별시 강남구 역삼동 837-2번지 지상3층 ,"[37.4916831, 127.0315856]",79,69.97
1743,선유도,일식,02  563 3994,서울특별시 강남구 대치동 896-9번지 1층 ,"[37.5035491, 127.0520347]",91.23,97.64
1744,개나리곱창,한식,02  561 5660,서울특별시 강남구 역삼동 721-34번지 지상1층 ,"[37.4995623, 127.0438089]",69.38,21.61
1745,남대문황금족발,분식,02  516 6453,서울특별시 강남구 논현동 104-0번지 지하1층 ,"[37.5191726, 127.0379047]",61.67,65.52
1746,꼼터,한식,02  34423350,서울특별시 강남구 논현동 113-20번지 지상1층 ,"[37.5172356, 127.038381]",65.71,25.64
1747,대청뼈다귀감자탕,한식,02  445 6404,서울특별시 강남구 일원동 666-2번지 지상1층 ,"[37.4897913, 127.0837116]",98.28,57.62
1748,김영태스시앤 사시미마을 강남본점,경양식,02  539 5458,서울특별시 강남구 역삼동 702-29번지 아름빌딩 지하1층 ,"[37.5045113, 127.0465394]",82.07,93.56
1749,스토리,경양식,02  516 8516,서울특별시 강남구 청담동 3-11번지 지하1층 ,"[37.5229243, 127.0428659]",59.39,18.36
1750,대박생고기전문,한식,02  501 5990,서울특별시 강남구 삼성동 125-28번지 지상1층 ,"[37.5101173, 127.0535567]",96.26,80.12
1751,비아,경양식,02  34464472,서울특별시 강남구 청담동 22-16번지 지상3층 ,"[37.5220563, 127.0409403]",80.18,81.81
1752,포메인,한식,02  552 6457,서울특별시 강남구 역삼동 679-0번지 GS타워 지하1층 ,"[37.5018592, 127.0372776]",84.67,79.08
1753,단골(骨)집,분식,02  518 5431,서울특별시 강남구 삼성동 38-13 지상1층,"[37.5117632, 127.0465602]",76.58,2.1
1754,씨지브이강남,경양식,02  34523953,서울특별시 강남구 역삼동 814-6번지 스타플렉스4층 ,"[37.50166249999999, 127.0263628]",54.42,56.72
1755,피자나라 치킨공주 역삼점,김밥(도시락),02  556 9054,서울특별시 강남구 역삼동 750-0번지 지상1층 ,"[37.4956959, 127.0344967]",93.48,8.22
1756,유가네 닭갈비(강남역점),경양식,02 5349595,서울특별시 강남구 역삼동 814-6번지 2층 214215호 ,"[37.50166249999999, 127.0263628]",86.13,32.17
1757,명동할머니국수(뱅뱅사거리점),한식,02  34871106,서울특별시 강남구 도곡동 945-1번지 지상1층 ,"[37.489228, 127.03305]",56.09,78.79
1758,순천만,탕류(보신용),02  555 4600,서울특별시 강남구 대치동 984-0번지 지상1층 ,"[37.501797, 127.0660007]",50.49,86.27
1759,감자보리밥,경양식,02  555 1773,서울특별시 강남구 역삼동 696-40번지 지하1층 ,"[37.5058332, 127.047994]",91.26,32.01
1760,보나베띠(역삼점),경양식,02  538 3933,서울특별시 강남구 역삼동 669-15번지 지상3층 ,"[37.5027322, 127.0372573]",76.6,95.82
1761,대치정육식당,분식,02  557 5622,서울특별시 강남구 대치동 911-8번지 지하1층 ,"[37.5021874, 127.0563938]",95.66,50.13
1762,오스테리아 꼬또 압구정점,경양식,02  548 3030,서울특별시 강남구 신사동 624-20번지 ,"[37.5250667, 127.0322222]",96.94,12.79
1763,굽네치킨대치1동점,통닭(치킨),02  557 8292,서울특별시 강남구 대치동 1019-12번지 지상1층 104호 ,"[37.4975502, 127.0610934]",92.97,8.8
1764,카페티퍼스트에비뉴,경양식,02  21075959,서울특별시 강남구 청담동 89-9번지 지상1층 ,"[37.5244664, 127.0419152]",89.33,9.72
1765,메종,경양식,02  578 6991,서울특별시 강남구 도곡동 180-31번지 지상2층 ,"[37.4864576, 127.0451655]",72.19,75
1766,우리명품치킨,통닭(치킨),02  579 9282,서울특별시 강남구 도곡동 902-2번지 지상1층 ,"[37.4863338, 127.0381214]",99.13,36.96
1767,퍼센트(Percent),패스트푸드,02  512 8226,서울특별시 강남구 논현동 120-3번지 지상1층 ,"[37.5108919, 127.0222026]",64.95,56.91
1768,한방대가삼계탕,한식,02  404 5613,서울특별시 강남구 역삼동 830-38번지 2층 ,"[37.4952916, 127.0320049]",58.48,99.93
1769,카오스,경양식,02  569 8218,서울특별시 강남구 역삼동 776-21번지 지하1층 ,"[37.4948783, 127.0399818]",90.04,14.84
1770,압구정 순대국,일식,02  542 9105,서울특별시 강남구 신사동 636-29번지 지상1층 ,"[37.526993, 127.0347304]",69.04,13.29
1771,카오루,경양식,7075340165,서울특별시 강남구 신사동 653-3번지 지하1층 ,"[37.5246298, 127.0377385]",59.41,94.42
1772,쟈르뎅뻬르뒤,경양식,02  520 6310,서울특별시 강남구 역삼동 662-9번지 에프앤에프빌딩 지상1층 ,"[37.5061835, 127.040352]",50.05,76.44
1773,돼지가엔푸드,분식,02  512 3277,서울특별시 강남구 논현동 204-0번지 지하1층,"[37.506314, 127.0287952]",92.05,33.23
1774,간,한식,02  424 7450,서울특별시 강남구 논현동 237-5번지 지상1층 ,"[37.5093304, 127.0372438]",72.38,85.72
1775,시카고,한식,02  20527833,서울특별시 강남구 역삼동 705-6번지 지상2층 ,"[37.5049195, 127.0470963]",65.95,2.05
1776,이디야커피 삼성한전점,패스트푸드,02  555 9984,서울특별시 강남구 삼성동 169-10번지 지상1층105호 ,"[37.5103908, 127.0650442]",82.56,35.78
1777,해랑,한식,02 5447270,서울특별시 강남구 논현동 183-0번지 지하1층 ,"[37.5062573, 127.024766]",82.19,77.83
1778,별난낙지,한식,02  576 3939,서울특별시 강남구 도곡동 957-4번지 지하1층 ,"[37.4852565, 127.0354079]",53.92,64.7
1779,지천,경양식,02  541 3676,서울특별시 강남구 논현동 27-10번지 지상12층 ,"[37.5159854, 127.026774]",72.29,14.88
1780,제이제이(JJ),경양식,02  273 2888,서울특별시 강남구 도곡동 411-4번지 지하1층 ,"[37.4852717, 127.0424815]",89.56,83.03
1781,최가남도마당,한식,02  34113354,서울특별시 강남구 개포동 14-5번지 지하1층 ,"[37.4941483, 127.07879]",90.27,37.63
1782,(주)밀탑 압구정점,경양식,02  34495890,서울특별시 강남구 압구정동 429-0 지상5층,"[37.5273268, 127.0274265]",65.62,40.55
1783,모퉁이,분식,02  511 8978,서울특별시 강남구 청담동 17-2 리즈빌딩,"[37.5225956, 127.0447854]",70.78,86.49
1784,목석화수분식,분식,02  552 4323,서울특별시 강남구 대치동 891-6번지 ,"[37.5056037, 127.0542018]",71.36,13.27
1785,씨지브이압구정5,경양식,02  34465544,서울특별시 강남구 신사동 602번지 ,"[37.5242994, 127.0294095]",61.31,40.25
1786,꼬꾸이 참나무 바베큐,일식,02  578 9981,서울특별시 강남구 개포동 1192-3번지 지상1층 ,"[37.4739646, 127.0494306]",59.72,25.51
1787,오늘애김밥(대치은마점),한식,02  555 5451,서울특별시 강남구 대치동 990-0번지 1층102호 ,"[37.4991258, 127.0629873]",55.74,72.06
1788,차이린,경양식,02  543 2847,서울특별시 강남구 삼성동 71-24번지 지하1층-지상1층 ,"[37.5146168, 127.0532816]",57.61,10.41
1789,매생이굴국밥,한식,02  597 8553,서울특별시 강남구 역삼동 792-71번지 지하1층 ,"[37.4941225, 127.0375782]",56.11,80.16
1790,아리스타커피 삼성2호점,경양식,02  558 7078,서울특별시 강남구 삼성동 155-10번지 지상1층 ,"[37.5088619, 127.0566717]",69.15,7.62
1791,기무,한식,02  554 2014,서울특별시 강남구 역삼동 797-3번지 B01호 ,"[37.4948663, 127.0393961]",66.74,9.4
1792,초이스,패스트푸드,02  508 3288,서울특별시 강남구 신사동 663-13번지 지상1층 ,"[37.5264144, 127.0384758]",99.88,86.79
1793,계열사 논현점,한식,02 5451116,서울특별시 강남구 논현동 230-18 지상1층,"[37.5093245, 127.0359567]",91.55,89.88
1794,로데오,경양식,02  542 1472,서울특별시 강남구 신사동 620-0번지 4층407호 ,"[37.52732520000001, 127.0309609]",83.1,10.51
1795,모로미쿠시,한식,02  556 7575,서울특별시 강남구 논현동 242-46번지 지상1층 ,"[37.5154331, 127.0410997]",84.19,24.14
1796,아르누보씨티스카이라운지,경양식,02  563 2181,서울특별시 강남구 역삼동 701-1번지 지상18층 ,"[37.5033786, 127.0428441]",58.76,34.1
1797,카미스시,한식,02  517 0617,서울특별시 강남구 청담동 92-4번지 지하1층 ,"[37.5239971, 127.043272]",67.48,77.93
1798,마토,분식,02  543 0488,서울특별시 강남구 청담동 21-21번지 ,"[37.5220443, 127.0416837]",63.64,41.38
1799,임진강,한식,02  451 0700,서울특별시 강남구 수서동 712-0번지 한아름(아)상가 B101 ,"[37.4894076, 127.1035428]",84.13,67.92
1800,닌스시,한식,02  552 7247,서울특별시 강남구 역삼동 830-41번지 지상1층101호 ,"[37.4951105, 127.0325557]",54.48,96.39
1801,(주)보나비 아티제 도산로점,경양식,02  546 1790,서울특별시 강남구 신사동 651-23번지 ,"[37.5225343, 127.0360176]",77.4,27.94
1802,엘림식당,한식,02  529 3964,서울특별시 강남구 개포동 652-0번지 우성아파트상가 지하1층 ,"[37.476641, 127.057794]",92.8,72.97
1803,스시초희,일식,02  545 8422,서울특별시 강남구 신사동 650-6번지 ,"[37.523725, 127.0359559]",88.75,96.58
1804,에이치큐(HQ),경양식,02  515 8558,서울특별시 강남구 신사동 646-5번지 지하1층 ,"[37.5258153, 127.0363792]",55.28,76.72
1805,기욤,경양식,02  512 6702,서울특별시 강남구 청담동 88-37번지 지상1층 ,"[37.5243329, 127.0410163]",75.45,7.88
1806,비어호프,한식,02  501 2726,서울특별시 강남구 역삼동 826-27번지 지상2층 ,"[37.4966521, 127.0300128]",61.32,16.41
1807,명동칼국수,한식,02  515 0037,서울특별시 강남구 논현동 115-14번지 지상2층 201호 ,"[37.515827, 127.0360292]",68.1,20.64
1808,럼보트삼성역점,한식,02  564 7277,서울특별시 강남구 삼성동 168-16번지 지상1층 ,"[37.5095277, 127.064253]",75.74,23.32
1809,술도깨비,통닭(치킨),02  459 6154,서울특별시 강남구 일원동 679-0번지 지상1층 ,"[37.4905691, 127.0830394]",56.86,68.97
1810,청담수산,경양식,02  22020702,서울특별시 강남구 청담동 2-0번지 지상123층 ,"[37.5229812, 127.0402214]",58.55,79.22
1811,더 헤븐,경양식,02  549 4489,서울특별시 강남구 논현동 119-2번지 지상13~14층 ,"[37.5176558, 127.0407409]",87.21,65.25
1812,한성양꼬치,한식,02  579 7988,서울특별시 강남구 역삼동 830-32번지 지상1층 ,"[37.4944318, 127.0315399]",83,58.77
1813,양대박(논현본점),한식,02  547 0892,서울특별시 강남구 논현동 236-6번지 지상2층 ,"[37.5084619, 127.0369258]",86.2,56.96
1814,이모네분식,분식,02  567 2005,서울특별시 강남구 역삼동 795-41번지 지상1층5호 ,"[37.492872, 127.0385826]",55.39,81.76
1815,마포갈비 & 갈매기,한식,02  557 7072,서울특별시 강남구 역삼동 797-3번지 지상1층 ,"[37.4948663, 127.0393961]",83.87,18.17
1816,지인,경양식,02  558 8408,서울특별시 강남구 역삼동 656-19번지 지하1층 ,"[37.5070972, 127.0387361]",83.24,34.98
1817,페어링룸,경양식,02  517 4256,서울특별시 강남구 청담동 117-12번지 지상1층 ,"[37.5253495, 127.0478264]",91.79,15.14
1818,한일관,한식,02  733 5333,서울특별시 강남구 신사동 619-4 지하1지상1~5층,"[37.5277368, 127.0324784]",68.41,88.73
1819,강남푸드,분식,02  556 5555,서울특별시 강남구 역삼동 723-17번지 지하1층 ,"[37.4999769, 127.0414863]",55.68,44.83
1820,예담,기타,02 3656884,서울특별시 강남구 논현동 11-17번지 지상2층 ,"[37.5167919, 127.0249265]",98.56,94.93
1821,해든정,한식,02  598 8855,서울특별시 강남구 역삼동 704-18번지 ,"[37.5047211, 127.0446151]",63.7,90.98
1822,성원학사,한식,02  501 3259,서울특별시 강남구 대치동 911-12번지 지하1층 ,"[37.5017852, 127.0565809]",67.43,95.78
1823,을지다락 도산공원점,경양식,02 5489621,서울특별시 강남구 신사동 644-18번지 2층,"[37.5261502, 127.0356893]",62.15,86.1
1824,카사아지오,경양식,02 5640723,서울특별시 강남구 역삼동 672-33번지 2층 ,"[37.5032468, 127.0392628]",65.6,89.63
1825,마루,한식,02 5384306,서울특별시 강남구 일원동 683-0번지 지하1층 ,"[37.4908825, 127.0810476]",88.78,34.44
1826,컴포즈커피 대치점,분식,02 5529800,서울특별시 강남구 대치동 891-23 지상1층 107호,"[37.5050714, 127.0537731]",66.19,31.93
1827,서울김밥,분식,02 5520539,서울특별시 강남구 역삼동 635-4번지 지상1층 ,"[37.50042699999999, 127.0308371]",53.38,48.48
1828,시커스(SEEKERS),일식,02  34453373,서울특별시 강남구 신사동 536-20 지상3층,"[37.5186868, 127.0229663]",65.18,89.96
1829,조이앤푸드,한식,02 5632250,서울특별시 강남구 삼성동 154-8번지 지하2층 ,"[37.5099243, 127.0577035]",88.4,5.91
1830,테리야끼,일식,02  531 2085,서울특별시 강남구 대치동 937번지 ,"[37.4969255, 127.0532731]",70.64,76.29
1831,동남집 역삼점,한식,02 5623345,서울특별시 강남구 역삼동 647-6번지 지상1층 ,"[37.5004051, 127.0328821]",79.63,32.48
1832,크리스탈제이드상하이딜라이트,중국식,02  34495864,서울특별시 강남구 압구정동 429-0 현대백화점 지상5층,"[37.5273312, 127.0273463]",67.09,62.24
1833,바다,통닭(치킨),02  520 2991,서울특별시 강남구 신사동 577-5번지 카로시티 지상1층105호 ,"[37.5254493, 127.0271296]",56.5,20.55
1834,마노디셰프 삼성점,경양식,02  561 9011,서울특별시 강남구 삼성동 158-24번지 지하1층 ,"[37.5090435, 127.0583118]",65.12,67.77
1835,명가도시락,한식,02 5533665,서울특별시 강남구 역삼동 789-26번지 지상1층 ,"[37.4941901, 127.0361434]",91.9,29.58
1836,와라쿠,일식,02 5172292,서울특별시 강남구 신사동 525-16번지 지상1층 ,"[37.5220939, 127.0207068]",84.14,42.68
1837,(주)보나비 아티제 일원점,경양식,02  34120017,서울특별시 강남구 일원동 50번지 삼성의료원본관 지하1층 ,"[37.4895177, 127.0861511]",77.64,69.57
1838,빅토리아,경양식,02 5970974,서울특별시 강남구 논현동 61-3번지 엠포리아빌딩 지하2층 ,"[37.5075375, 127.0400334]",61.45,95.06
1839,더블린테라스,경양식,02  555 3165,서울특별시 강남구 역삼동 635-6번지 태리빌딩 지하B1B2 ,"[37.5006569, 127.0290901]",90.81,38.53
1840,비엔오,경양식,02 5010932,서울특별시 강남구 청담동 125-20번지 L.H빌딩 지하1층 ,"[37.5250816, 127.050588]",78.57,86.6
1841,해초록별채,한식,02  553 5565,서울특별시 강남구 삼성동 127-8번지 초록빌딩 지상1층 ,"[37.5098097, 127.0546363]",78.76,41.97
1842,담미온,한식,02 5179766,서울특별시 강남구 청담동 7-17번지 지상1층 ,"[37.5232789, 127.0474998]",57.73,56.16
1843,마이쏭,경양식,02  518 0105,서울특별시 강남구 신사동 650-17번지 지상1층 ,"[37.5233056, 127.0356852]",72.82,15.09
1844,마라양 양꼬치전문점,경양식,02 5680666,서울특별시 강남구 대치동 890-60번지 H타워 지상1층 ,"[37.5047023, 127.0531444]",96.75,3.02
1845,고을,한식,02  733 0732,서울특별시 강남구 수서동 736-0번지 신동아(아)상가2층209호 ,"[37.4884397, 127.0995943]",68.32,41.74
1846,돈앤돈까스,중국식,02  556 8289,서울특별시 강남구 역삼동 777-39번지 지상1층101호 ,"[37.494754, 127.041095]",74.28,42.38
1847,숯불직화꼬치바베큐,통닭(치킨),02  20579288,서울특별시 강남구 개포동 1237-11번지 지상1층 ,"[37.4780889, 127.0470923]",97.26,66.77
1848,바류식당,한식,02 5675092,서울특별시 강남구 역삼동 817-28번지 지상1층 ,"[37.500577, 127.0284703]",57.49,32.53
1849,옹심이랑 칼국수랑,한식,02 5168923,서울특별시 강남구 청담동 120-10번지 지상2 층 ,"[37.5249811, 127.0484058]",85.08,83.81
1850,지호한방삼계탕,한식,02 567 1012,서울특별시 강남구 역삼동 798-12번지 지상1층 ,"[37.492832, 127.0403189]",69.53,17.59
1851,오실이,한식,02  555 3937,서울특별시 강남구 역삼동 825-9번지 지하1층 ,"[37.4966163, 127.0286189]",50.16,64.85
1852,(주)구에스티케이,경양식,02  511 0917,서울특별시 강남구 신사동 528-3번지 덕산빌딩 ,"[37.5228498, 127.0205872]",84.88,34.7
